UGS,area,tree,grassland,water,herbaceous_wetland,mangroves,mean_ndvi,mean_ndwi,Pavilion_Picnic_Area,Kids_Playground,Body_of_water,Jog_Walk_path,Athletic_facility,Nature_Preserve,Dog_Park,Indoor_Outdoor_fitness_center,Biodiversity,y,LM_yfitOOB,LM_ResOOB,LM_yfitPred,LM_ResPred,LM_MSE,LM_Rsq100,LPerm,Local primary factor
Dania Beach_I.T. Parker Center,1.72E-06,6.48E-07,3.15E-07,1.54E-06,2.87E-06,1.53E-06,1.18E-07,1.08E-06,7.20E-08,0,1.38E-08,1.05E-08,0,1.98E-06,0,0,2.16E-06,0,0,0,0,0,3.12E-06,-0.035070665,1,herbaceous_wetland
Dania Beach_Linear Park,4.96E-06,3.03E-06,6.64E-06,4.50E-06,2.53E-06,5.22E-06,1.21E-05,1.25E-05,0,1.09E-07,7.33E-07,0,1.22E-07,2.88E-06,0,8.99E-08,7.89E-06,0,0,0,0,0,6.30E-06,0.083150795,1,mean_ndwi
Dania Beach_Mildred V. Jones Park,8.67E-07,1.12E-06,1.10E-06,1.70E-07,2.07E-07,0,3.93E-07,4.86E-08,0,3.21E-08,0,0,5.90E-09,5.48E-08,0,0,5.51E-08,0,0,0,1.01E-05,-1.01E-05,3.19E-06,-0.056889776,1,tree
Dania Beach_Ocean Park Beach,2.12E-06,3.29E-07,8.66E-08,2.28E-06,2.83E-06,1.76E-06,5.54E-07,1.64E-06,0,0,0,2.36E-08,0,2.21E-06,0,0,2.58E-06,0,0,0,0,0,6.31E-06,0.08225521,1,herbaceous_wetland
Dania Beach_Southwest Community Center,4.33E-07,1.44E-07,1.53E-08,5.22E-07,0,3.86E-07,0,2.20E-07,0,0,0,0,0,2.13E-07,0,1.38E-08,3.81E-07,0,0,0,0,0,7.88E-07,-0.000394091,1,water
Dania Beach_Tigertail Lake Park,1.40E-06,3.79E-06,7.89E-08,1.28E-07,0,0,1.27E-06,3.33E-06,3.04E-09,0,2.20E-08,2.43E-08,8.47E-08,0,0,1.56E-07,6.09E-06,0,0.000503018,-0.000503018,4.02E-05,-4.02E-05,1.71E-05,-0.019355094,1,Biodiversity
Dania Beach_Whiskey Creek Hideout,1.07E-06,1.49E-06,2.22E-07,1.20E-06,5.45E-08,6.07E-08,4.32E-07,4.55E-07,5.39E-10,3.48E-07,0,3.70E-09,3.30E-07,0,0,0,2.96E-07,0,0.003796925,-0.003796925,5.30E-05,-5.30E-05,3.48E-06,-0.389453498,5,tree
Davie_Bergeron Park,4.65E-06,1.40E-06,6.34E-07,7.11E-07,2.33E-06,0,1.88E-06,3.01E-06,0,5.43E-08,4.14E-07,7.11E-07,1.01E-06,4.84E-08,0,1.59E-06,2.23E-06,0,0,0,6.07E-06,-6.07E-06,9.98E-06,0.105729485,1,area
Davie_Berman Park,8.72E-06,1.06E-05,1.91E-06,1.43E-05,6.51E-07,0,1.88E-06,1.04E-06,0,4.71E-07,1.75E-06,0,0,1.36E-07,0,0,2.12E-06,0,0,0,0,0,1.15E-05,-0.156628586,1,water
Davie_Betty Booth Roberts Park,6.20E-06,4.86E-06,9.91E-08,7.34E-06,1.49E-06,0,5.33E-07,6.20E-06,0,1.17E-06,0,6.14E-08,0,3.20E-06,0,0,6.82E-06,0,0,0,0,0,1.05E-05,-0.062593764,1,water
Davie_Davie Pine Island Park,5.20E-06,8.17E-06,7.82E-07,2.88E-06,3.31E-06,0,6.30E-06,2.53E-06,0,0,3.87E-07,0,0,0,1.60E-07,9.26E-07,5.46E-06,0,0.000856653,-0.000856653,0.000158172,-0.000158172,1.72E-06,-0.091860148,1,tree
Davie_Driftwood Estates Park,1.83E-05,1.98E-05,0,1.69E-05,1.84E-05,0,2.14E-05,1.50E-05,0,2.09E-05,2.14E-05,0,6.87E-06,1.64E-05,0,0,2.17E-05,0,0,0,0,0,1.65E-05,-0.662201521,1,Biodiversity
Davie_East Davie Nature Park,4.86E-06,7.44E-06,9.30E-07,6.15E-06,6.20E-07,0,7.44E-08,2.50E-06,0,6.20E-07,9.91E-08,0,0,1.23E-06,0,0,1.69E-06,0,0,0,0,0,1.03E-05,-0.040284658,1,tree
Davie_Firefighters Park,2.08E-06,2.57E-05,1.12E-06,2.71E-05,1.21E-06,0,1.50E-05,3.19E-05,9.91E-08,1.03E-06,1.03E-05,0,0,3.25E-05,0,2.23E-07,2.83E-05,0,0,0,0,0,1.63E-05,-0.644205898,1,Nature_Preserve
Davie_Lange Park,1.30E-05,2.37E-05,4.14E-07,1.92E-05,3.77E-06,0,6.31E-06,1.35E-05,0,3.66E-06,4.56E-06,1.18E-06,0,1.45E-05,0,3.05E-08,1.91E-05,0,0.000169377,-0.000169377,3.05E-05,-3.05E-05,1.38E-05,-0.391866709,1,tree
Davie_Liberty Park,7.18E-07,1.44E-06,3.59E-07,0,2.32E-06,0,7.18E-07,1.03E-07,0,0,0,0,0,1.74E-06,0,0,1.44E-06,0,0,0,0,0,5.21E-06,-0.015615231,1,herbaceous_wetland
Davie_Math Igler Citrus Park,2.27E-05,1.72E-05,2.83E-05,2.19E-07,3.80E-05,0,2.58E-05,5.02E-07,5.64E-07,1.12E-06,5.64E-07,4.69E-06,1.09E-07,1.16E-06,3.16E-07,4.39E-07,2.06E-05,0,0,0,0,0,9.28E-06,0.375195057,1,herbaceous_wetland
Davie_Oak Hill Equestrian Park,2.65E-05,4.48E-05,2.69E-05,6.83E-07,1.40E-05,0,4.85E-05,5.54E-06,9.14E-07,1.76E-07,6.81E-06,8.24E-07,3.45E-07,1.43E-05,8.14E-08,1.20E-06,3.63E-05,0,0,0,1.87E-05,-1.87E-05,4.71E-06,0.671195975,1,mean_ndvi
Davie_Orange Drive Linear Park,3.19E-06,2.38E-05,3.28E-06,3.66E-05,3.75E-06,0,4.80E-05,1.93E-05,0,4.18E-06,1.52E-05,0,1.50E-06,3.24E-05,0,0,3.68E-05,0,0.005081301,-0.005081301,0.000449187,-0.000449187,1.24E-05,-0.139582905,1,mean_ndvi
Davie_Owls Lookout Park,2.12E-05,3.31E-05,3.66E-05,9.88E-08,3.75E-05,0,3.40E-05,4.04E-06,7.39E-08,5.77E-07,4.11E-06,1.38E-07,8.12E-07,6.76E-06,8.66E-07,9.63E-08,3.89E-05,0,0,0,2.34E-05,-2.34E-05,6.17E-06,0.569323981,1,Biodiversity
Davie_Peaceful Ridge Park,3.82E-05,4.56E-05,4.34E-05,0,4.59E-05,0,3.44E-05,9.18E-07,6.17E-07,3.98E-07,7.46E-06,3.45E-07,1.04E-06,6.67E-06,4.29E-07,0,4.54E-05,0,0,0,3.63E-05,-3.63E-05,7.01E-06,0.510303462,1,herbaceous_wetland
Davie_Potter Park,4.16E-06,5.55E-06,0,7.56E-06,3.97E-07,0,6.57E-07,5.21E-07,0,7.44E-08,0,0,0,6.44E-07,0,0,6.94E-07,0,0,0,0,0,1.01E-05,-0.020654534,1,water
Davie_Reflections Park,2.84E-06,4.20E-06,9.42E-07,1.46E-05,2.23E-06,0,1.93E-05,1.38E-05,0,1.21E-06,6.94E-07,3.37E-09,2.31E-07,4.00E-06,9.82E-08,2.03E-07,1.10E-05,0,0,0,0,0,1.08E-05,0.009656515,1,mean_ndvi
Davie_Robbins Preserve,5.29E-05,6.01E-05,6.21E-05,0,6.81E-05,0,7.65E-05,1.57E-05,6.37E-07,3.55E-07,1.41E-07,2.49E-06,7.13E-06,9.23E-07,1.78E-06,1.57E-07,6.84E-05,0.012345679,0,0.012345679,0.01176932,0.000576359,1.23E-05,0.172078686,1,mean_ndvi
Davie_Shenandoah Park,1.24E-07,5.03E-08,3.88E-07,1.01E-07,7.37E-08,0,1.29E-06,9.70E-07,2.93E-08,0,0,0,0,0,0,0,6.47E-08,0,0,0,0,0,5.74E-06,-0.030264285,1,mean_ndvi
Davie_Silver Lake Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Davie_Sunny Lake Bird Sanctuary,3.87E-06,1.29E-06,0,3.20E-06,2.48E-07,0,2.35E-07,0,0,0,1.74E-07,0,0,6.44E-07,0,2.48E-08,1.40E-06,0,0,0,2.74E-05,-2.74E-05,9.93E-06,-0.001216393,1,area
Davie_The Park at Waverly,1.95E-05,1.30E-05,5.87E-06,3.69E-05,9.27E-06,0,4.80E-05,0.000108274,0,0,3.04E-05,0,1.26E-08,0,2.47E-07,0,1.58E-07,0,0,0,0,0,0.000101469,-0.033966136,1,mean_ndwi
Davie_Veterans Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Davie_Waterford Park,4.48E-05,9.91E-05,2.23E-05,2.60E-05,2.36E-05,0,0.0001509,0.000164528,0,0,2.38E-05,0,5.45E-07,3.22E-07,3.29E-07,2.00E-07,1.52E-05,0,0.002359034,-0.002359034,0.000208728,-0.000208728,0.000113285,-0.135379341,1,mean_ndwi
Davie_Wes Griffin Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Davie_Westridge Park,9.14E-06,6.40E-06,1.13E-05,2.24E-07,1.32E-05,0,1.04E-05,1.03E-05,1.09E-08,1.68E-07,9.87E-08,5.71E-06,4.22E-07,9.16E-08,0,4.56E-07,1.43E-05,0,0.000606796,-0.000606796,4.33E-05,-4.33E-05,8.45E-06,0.243223453,1,Biodiversity
Davie_Wolf Lake Park,1.19E-05,6.24E-05,3.97E-07,5.21E-05,1.00E-05,0,5.66E-05,5.62E-05,0,4.33E-06,3.00E-05,4.96E-06,0,4.57E-05,9.91E-07,0,4.63E-05,0.012195122,0,0.012195122,0.011767276,0.000427846,1.19E-05,-0.196353924,2,tree
Deerfield Beach_Ada Graham-Johnson Park,1.29E-05,3.24E-05,8.63E-06,1.07E-06,1.04E-06,0,3.46E-05,3.97E-05,0,3.11E-05,8.16E-07,2.48E-06,6.04E-07,9.83E-08,4.07E-06,6.98E-06,1.06E-05,0,0.00185001,-0.00185001,0.000134078,-0.000134078,1.94E-05,-1.138366899,1,mean_ndwi
Deerfield Beach_Branhilda Richardson-Knowles Memorial Park,7.94E-06,1.53E-07,6.13E-07,1.63E-06,4.57E-08,0,1.77E-05,1.02E-06,0,6.72E-07,1.12E-06,1.05E-05,8.99E-07,0,0,2.09E-08,1.21E-05,0,0.002157497,-0.002157497,0.000106796,-0.000106796,7.95E-06,-0.265170183,1,mean_ndvi
Deerfield Beach_Central Crystal Heights,3.87E-06,5.93E-06,9.49E-07,1.58E-07,1.59E-06,0,9.71E-06,3.28E-05,5.55E-08,4.88E-06,3.18E-07,1.78E-06,2.49E-06,6.75E-08,1.27E-07,9.56E-06,8.36E-06,0,0,0,5.48E-05,-5.48E-05,1.18E-05,-0.302264453,1,mean_ndwi
Deerfield Beach_Constitution & Arboretum Park,1.12E-05,3.05E-05,1.24E-05,2.27E-06,1.03E-06,0,5.40E-05,6.17E-05,2.22E-07,3.67E-05,8.38E-07,5.24E-06,1.27E-06,8.16E-08,4.24E-06,1.38E-05,2.60E-05,0.011538462,0,0.011538462,0.010104128,0.001434334,1.94E-05,-1.144920271,1,mean_ndwi
Deerfield Beach_Cornerstone Park,0,0,0,4.40E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28E-06,0,1,water
Deerfield Beach_Hillsboro Community Center,1.69E-06,1.12E-06,2.51E-07,0,0,0,2.92E-06,3.34E-06,0,3.14E-07,0,1.15E-06,0,0,0,8.32E-07,4.29E-06,0,0,0,0,0,1.53E-05,-0.085789088,1,Biodiversity
Deerfield Beach_Kirk Cottrell Pavilion,1.10E-05,8.10E-06,9.49E-06,1.59E-05,2.19E-06,0,5.93E-05,2.30E-05,2.81E-07,1.29E-05,6.22E-06,9.16E-06,3.83E-06,4.91E-07,0,0,1.95E-05,0,0.00368932,-0.00368932,0.000470874,-0.000470874,1.05E-05,-0.670100255,1,mean_ndvi
Deerfield Beach_Mayo Howard Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Deerfield Beach_North Crystal Heights,1.52E-05,1.84E-05,1.31E-06,4.01E-07,1.57E-06,0,1.90E-05,3.09E-05,2.14E-06,5.83E-06,3.29E-07,4.14E-07,1.93E-06,0,5.39E-07,1.09E-05,1.58E-05,0,0,0,1.21E-05,-1.21E-05,1.34E-05,-0.481980335,1,mean_ndwi
Deerfield Beach_Oveta McKeithen Recreational Complex,1.26E-06,0,2.04E-07,4.44E-07,0,0,3.02E-06,2.13E-07,0,0,2.11E-06,2.16E-06,0,0,0,2.75E-08,2.32E-06,0,0,0,0,0,1.53E-05,-0.084194767,1,mean_ndvi
Deerfield Beach_Pastor Willie James Ford Sr. Linear Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Deerfield Beach_Pioneer Park,9.66E-06,2.49E-06,3.48E-06,3.53E-06,4.71E-08,0,2.73E-05,4.06E-06,0,2.13E-06,4.80E-06,1.25E-05,9.55E-07,0,3.93E-08,0,1.43E-05,0,0.000809062,-0.000809062,0.000260518,-0.000260518,8.30E-06,-0.321444292,1,mean_ndvi
Deerfield Beach_Sullivan Park,6.19E-06,5.62E-06,8.43E-06,1.86E-05,1.96E-06,0,4.88E-05,1.31E-05,3.93E-08,1.18E-05,9.48E-06,9.72E-06,2.07E-06,3.93E-07,0,0,2.32E-05,0.009708738,0,0.009708738,0.007249191,0.002459547,1.08E-05,-0.721092518,1,mean_ndvi
Deerfield Beach_Teen Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Deerfield Beach_Tivoli Sand Pines Preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Deerfield Beach_Trailhead Park,7.64E-06,6.28E-06,2.69E-06,1.32E-06,2.32E-06,0,1.57E-05,3.19E-05,0,1.44E-05,3.93E-07,1.18E-06,1.96E-06,2.15E-07,3.30E-06,1.33E-05,5.61E-06,0,0,0,0,0,1.58E-05,-0.746564254,1,mean_ndwi
Deerfield Beach_Villages of Hillsboro Park,1.01E-05,2.30E-05,5.84E-06,7.89E-07,1.92E-06,0,2.20E-05,1.15E-05,0,1.22E-05,1.54E-06,7.45E-08,1.22E-06,8.53E-06,4.12E-06,4.61E-06,1.31E-05,0,0.003116618,-0.003116618,0.000421583,-0.000421583,1.41E-05,-0.560915095,1,tree
Fort Lauderdale_Ann Herman Park,5.56E-05,3.66E-05,0,5.21E-05,2.97E-05,0,4.18E-06,5.16E-05,4.90E-07,1.57E-06,1.14E-07,8.78E-07,3.99E-07,5.51E-06,0,0,5.20E-05,0,0,0,7.94E-05,-7.94E-05,1.62E-05,-0.064930909,1,area
Fort Lauderdale_Annie Beck Park,3.48E-05,3.09E-05,1.88E-06,4.76E-07,0,0,2.55E-05,1.33E-05,1.26E-06,1.48E-06,6.31E-07,9.14E-06,0,0,0,1.35E-07,9.33E-05,0,0.000727935,-0.000727935,2.55E-05,-2.55E-05,1.40E-05,-0.297125331,1,Biodiversity
Fort Lauderdale_Bass Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Bayview Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Beach Community Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Benenson Park,2.17E-05,2.55E-05,0,1.93E-05,1.07E-05,0,4.14E-06,2.21E-05,0,0,0,6.67E-08,1.81E-07,1.70E-06,0,0,1.47E-05,0,0,0,0,0,1.54E-05,-0.007702144,1,tree
Fort Lauderdale_Bill Keith Preserve,9.04E-06,7.47E-06,0,8.99E-06,8.39E-07,0,3.26E-06,1.39E-05,0,1.57E-06,1.53E-06,0,0,4.19E-07,0,0,7.47E-06,0,0,0,0.000123529,-0.000123529,1.54E-05,-0.010505716,1,mean_ndwi
Fort Lauderdale_Bryant Peney Park,6.78E-06,1.07E-05,1.31E-06,9.38E-06,7.63E-06,0,3.39E-06,3.41E-06,0,0,2.84E-06,0,7.87E-07,0,0,3.24E-08,2.25E-06,0,0,0,0,0,2.93E-06,-0.206694628,1,tree
Fort Lauderdale_Bubier Park,1.90E-05,6.61E-06,4.39E-06,8.16E-07,1.30E-06,0,2.24E-05,1.08E-05,1.10E-07,5.23E-07,3.27E-06,2.69E-06,0,0,0,0,1.57E-05,0,0.00446651,-0.00446651,0.000505598,-0.000505598,1.95E-05,-0.688564404,1,mean_ndvi
Fort Lauderdale_Carter Park-Sunland Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29E-06,0,1,area
Fort Lauderdale_Cliff Lake Park,1.50E-05,2.54E-05,1.01E-06,2.45E-08,2.40E-06,0,5.32E-05,5.02E-05,1.15E-06,2.21E-06,1.13E-06,2.90E-06,6.27E-09,0,0,2.81E-07,6.52E-05,0,0.002768035,-0.002768035,0.000126645,-0.000126645,2.32E-05,-1.01901905,1,Biodiversity
Fort Lauderdale_Colee Hammock Park,2.77E-05,4.57E-05,2.88E-06,1.44E-06,2.23E-06,0,4.01E-05,1.88E-05,1.74E-06,1.79E-07,1.74E-06,1.30E-05,3.61E-07,0,0,3.23E-09,0.000124458,0.012738854,0,0.012738854,0.010048833,0.002690021,1.81E-05,-0.567586018,1,Biodiversity
Fort Lauderdale_Coontie Hatchee Park,1.78E-08,2.75E-08,1.71E-08,1.62E-08,5.66E-09,0,2.54E-07,8.95E-08,7.39E-09,1.73E-08,0,3.23E-08,0,0,0,0,3.16E-07,0,0.000367107,-0.000367107,2.39E-05,-2.39E-05,1.31E-06,-0.011427026,1,Biodiversity
Fort Lauderdale_D.C. Alexander Park,4.48E-06,8.77E-06,3.44E-06,9.30E-07,0,0,2.06E-05,9.12E-06,8.25E-07,1.36E-07,9.29E-08,1.73E-06,3.45E-07,0,0,0,4.12E-05,0,0.000131169,-0.000131169,0.000209743,-0.000209743,1.41E-05,-0.309998538,1,Biodiversity
Fort Lauderdale_Dottie Mancini Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Earl Lifshey Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Esplanade Park,4.20E-06,5.01E-06,5.14E-06,1.28E-07,1.36E-06,0,7.59E-06,4.22E-06,3.60E-07,1.91E-07,6.53E-07,3.17E-07,1.44E-08,1.59E-08,0,0,3.13E-06,0.004405286,0,0.004405286,0.002888458,0.001516828,1.33E-05,-0.146799298,1,mean_ndvi
Fort Lauderdale_Esterre Davis Wright Park,2.82E-05,2.26E-05,1.21E-06,2.63E-05,1.16E-05,0,2.69E-06,2.95E-05,5.72E-07,1.13E-06,2.28E-07,0,6.22E-07,5.77E-06,0,1.23E-07,3.26E-05,0,0.00222233,-0.00222233,0.000258315,-0.000258315,1.43E-05,0.149418268,1,Biodiversity
Fort Lauderdale_Flamingo Park,2.68E-05,2.30E-05,0,2.55E-05,5.40E-06,0,9.64E-07,3.84E-05,0,2.68E-06,1.53E-07,0,2.77E-08,9.91E-07,0,3.81E-08,1.90E-05,0,0,0,1.51E-05,-1.51E-05,1.58E-05,-0.032591707,1,mean_ndwi
Fort Lauderdale_Florence C. Hardy Park,7.75E-06,5.55E-06,2.70E-06,6.82E-07,1.18E-06,0,8.96E-06,4.88E-06,1.33E-07,9.70E-09,6.11E-07,1.23E-06,2.01E-07,0,0,0,3.44E-06,0,0.000800961,-0.000800961,0.000141581,-0.000141581,1.32E-05,-0.137983877,1,mean_ndvi
Fort Lauderdale_Floyd Hull Stadium,1.60E-05,2.24E-05,1.90E-06,1.24E-05,7.99E-06,0,2.81E-06,4.97E-06,0,0,5.36E-06,2.43E-07,8.56E-07,0,0,7.79E-07,3.77E-06,0,0.001509054,-0.001509054,0.000113179,-0.000113179,1.30E-05,0.228845966,1,tree
Fort Lauderdale_Fort Lauderdale Beach Park,2.56E-06,8.47E-06,3.90E-06,6.60E-07,0,0,2.31E-05,8.62E-06,1.50E-06,2.47E-07,2.90E-08,2.51E-06,3.65E-07,0,0,0,2.46E-05,0.001557632,0.001061571,0.000496061,0.001454732,0.0001029,1.48E-05,-0.367813672,1,Biodiversity
Fort Lauderdale_George English Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20,
Fort Lauderdale_Gore Betz Park,6.80E-07,3.40E-07,5.10E-07,9.96E-07,1.16E-06,0,3.34E-08,3.61E-07,3.04E-09,0,0,0,4.86E-08,0,0,0,3.34E-08,0,0,0,0,0,3.73E-06,-0.075193699,1,herbaceous_wetland
Fort Lauderdale_Harbordale Park,5.48E-06,7.78E-06,7.76E-07,2.47E-06,3.48E-06,0,2.96E-05,1.72E-05,1.71E-07,1.83E-06,3.90E-06,1.33E-07,6.94E-08,0,0,3.60E-07,1.63E-05,0,0,0,0,0,1.43E-05,-0.099677309,1,mean_ndvi
Fort Lauderdale_Holiday Park,5.59E-06,3.02E-06,2.78E-06,0,0,0,3.53E-06,2.85E-06,3.54E-08,1.43E-07,7.37E-07,1.74E-06,6.09E-08,0,0,0,1.62E-05,0,0,0,0,0,5.50E-05,-0.097057062,1,Biodiversity
Fort Lauderdale_Hortt Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-05,0,1,area
Fort Lauderdale_Idlewyld Park-Merle Fogg Park,9.93E-06,7.02E-06,6.76E-06,3.11E-07,5.04E-08,0,1.67E-05,1.52E-05,1.15E-06,1.49E-07,6.12E-08,6.48E-06,1.95E-07,0,0,1.05E-08,4.04E-05,0,0.001514945,-0.001514945,0.000542145,-0.000542145,1.51E-05,-0.399488819,1,Biodiversity
Fort Lauderdale_Las Olas Oceanside Park,6.62E-06,6.66E-06,9.76E-07,4.52E-07,0,0,1.40E-05,1.07E-05,5.22E-07,1.96E-07,2.17E-08,3.72E-06,3.58E-07,0,0,1.99E-09,3.12E-05,0,0.000245942,-0.000245942,2.69E-05,-2.69E-05,1.33E-05,-0.23673745,1,Biodiversity
Fort Lauderdale_Lauderdale Manors Park,0,3.63E-06,0,0,0,0,2.39E-05,1.20E-05,0,2.31E-05,2.99E-06,4.27E-07,3.10E-06,0,0,0,0,0,0,0,0,0,4.33E-05,-0.013598093,1,mean_ndvi
Fort Lauderdale_Lewis Landing Park,2.42E-06,1.66E-06,1.67E-06,0,8.93E-07,0,3.36E-06,1.09E-06,1.16E-07,1.31E-07,2.19E-07,3.39E-07,3.23E-09,0,0,1.96E-08,2.53E-06,0,0.000165198,-0.000165198,3.08E-05,-3.08E-05,2.01E-06,-0.552309729,1,mean_ndvi
Fort Lauderdale_Lincoln Park,7.39E-09,9.61E-08,2.13E-07,0,0,0,0,2.96E-08,0,1.05E-07,4.85E-08,1.64E-07,1.16E-07,0,0,0,3.80E-08,0,4.89E-05,-4.89E-05,2.64E-05,-2.64E-05,1.30E-06,-0.003461397,1,grassland
Fort Lauderdale_Loggerhead Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Lu Deaner Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Mangurian Park-Coral Ridge Country Club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Middle River Terrace Park,4.45E-05,0.000120422,5.06E-05,0,3.13E-06,0,1.19E-05,9.10E-05,0,4.54E-06,0.00023029,7.44E-06,1.38E-05,0,1.20E-05,1.77E-05,0.000179551,0,0,0,0.000126582,-0.000126582,6.83E-05,-0.598387004,1,Body_of_water
Fort Lauderdale_Mills Pond Park,1.18E-05,1.28E-05,1.61E-06,2.79E-06,1.03E-05,0,6.50E-05,5.22E-05,0,0,5.89E-06,4.14E-06,5.90E-07,0,0,1.03E-06,2.15E-05,0,0.008869576,-0.008869576,0.001388492,-0.001388492,4.57E-05,-0.013493663,1,mean_ndvi
Fort Lauderdale_Northfork Riverfront Park,2.04E-07,3.32E-07,2.39E-07,0,3.73E-08,0,4.67E-07,8.68E-07,2.59E-08,9.62E-08,3.63E-08,3.33E-08,4.76E-08,0,0,3.38E-08,1.99E-07,0,9.79E-05,-9.79E-05,3.96E-05,-3.96E-05,1.44E-06,-0.112910984,1,mean_ndwi
Fort Lauderdale_Osswald Park,2.21E-06,2.05E-06,6.11E-07,6.87E-06,1.43E-06,0,8.64E-06,2.83E-06,0,4.34E-08,2.47E-07,2.46E-07,2.67E-07,0,0,1.14E-07,1.53E-05,0,0.003225806,-0.003225806,0.000122312,-0.000122312,6.60E-06,-0.522131255,1,Biodiversity
Fort Lauderdale_Palm Aire Village Park,2.17E-06,2.16E-06,6.19E-07,2.87E-07,2.98E-07,0,1.32E-06,2.20E-06,0,1.24E-06,2.48E-08,8.53E-10,3.51E-08,1.62E-06,0,0,1.94E-06,0,0.0032,-0.0032,1.92E-05,-1.92E-05,5.18E-06,-0.085254676,5,mean_ndwi
Fort Lauderdale_Peter Feldman Park,7.31E-06,1.89E-06,1.43E-06,0,4.89E-07,0,1.34E-05,3.65E-06,2.34E-07,9.90E-07,6.27E-06,5.06E-07,3.77E-07,0,1.35E-09,1.85E-09,2.42E-05,0,0.003102874,-0.003102874,0.000533119,-0.000533119,1.45E-05,-0.25591204,1,Biodiversity
Fort Lauderdale_Riverland Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,
Fort Lauderdale_Riverland Preserve,6.46E-05,5.70E-05,0,6.11E-05,1.79E-05,0,3.00E-06,7.21E-05,0,1.05E-06,0,1.26E-06,0,7.07E-06,0,0,5.09E-05,0,0.001632021,-0.001632021,0.000170168,-0.000170168,1.60E-05,-0.048719355,1,mean_ndwi
Fort Lauderdale_Riverland Woods Park,3.30E-05,3.72E-05,2.40E-06,2.53E-05,1.09E-05,0,1.51E-05,3.82E-05,5.08E-08,1.38E-06,0,6.67E-08,0,1.77E-06,0,0,2.75E-05,0,0.001680672,-0.001680672,0.000132353,-0.000132353,1.58E-05,-0.034069455,1,mean_ndwi
Fort Lauderdale_Sailboat Bend Preserve,6.88E-07,8.47E-07,8.40E-07,0,2.00E-07,0,1.47E-06,3.24E-06,6.44E-07,9.95E-10,9.72E-08,9.92E-07,0,3.23E-09,0,0,8.97E-07,0,0.000367107,-0.000367107,0.000188693,-0.000188693,2.46E-06,-0.8976669,1,mean_ndwi
Fort Lauderdale_Smoker Park,3.09E-05,1.61E-05,2.56E-06,2.83E-07,1.92E-06,0,3.44E-05,1.13E-05,6.30E-07,1.12E-06,3.43E-06,3.32E-06,4.43E-07,0,0,2.31E-09,3.36E-05,0,0.001936198,-0.001936198,0.000516486,-0.000516486,2.10E-05,-0.810781438,1,mean_ndvi
Fort Lauderdale_Snyder Park,2.09E-05,1.75E-05,5.64E-07,1.78E-05,1.65E-05,0,3.92E-06,2.98E-06,0,1.66E-07,6.50E-06,2.66E-07,1.01E-06,0,0,4.43E-07,4.08E-06,0.006036217,0,0.006036217,0.005715333,0.000320884,1.34E-05,0.201574987,1,area
Fort Lauderdale_South Intracoastal Park,4.36E-06,7.84E-06,4.57E-06,3.25E-07,1.85E-07,0,1.83E-05,8.93E-06,1.45E-06,2.09E-07,1.29E-08,2.82E-06,3.11E-07,0,0,3.77E-08,3.60E-05,0,0.000153521,-0.000153521,1.93E-05,-1.93E-05,1.40E-05,-0.29773,1,Biodiversity
